name,city,statenam,state,year,sworn,civil,elecyear,governor,murder,rape,robbery,assault,burglary,larceny,auto,rincpc,econgrow,unemp,citypop,term2,term3,term4,a0_5,a5_9,a10_14,a15_19,a20_24,a25_29,citybla,cityfemh,sta_educ,sta_welf,price,termlim,jid,mayor,date_wa,date_my,web
atlanta,2,ga,10,1990,1569,364,0,1,231,695,6109,9062,15519,33020,11157,12.96424865722656,.001162052154541,.0544999837875366,394017,0,0,1,.07901930809021,.0725308656692505,.0677258372306824,.071180522441864,.0801066160202026,.1013432741165161,67.0999755859375,23.39999389648438,826.3193359375,254.7818603515625,1.306999206542969,1,41,0,Oct-93,.,0
atlanta,2,ga,10,1991,1533,568,0,0,205,638,6479,8967,13861,35237,11011,,,.0499999821186066,403085,0,0,1,.0795029401779175,.07197505235672,.0664053559303284,.0697755813598633,.0791605710983276,.1016243100166321,67.14996337890625,23.54998779296875,801.4755859375,301.844970703125,,0,41,0,Oct-93,.,0
atlanta,2,ga,10,1992,1524,472,0,0,198,627,5824,9207,13065,33903,8451,,,.0689999461174011,410876,0,0,1,.0799638628959656,.0714452862739563,.0651465654373169,.068436324596405,.0782588124275208,.1018922328948975,67.199951171875,23.69999694824219,776.6318359375,348.907958984375,,0,41,0,Oct-93,.,0
austin,3,tx,43,1973,446,145,1,0,26,90,309,978,4462,9625,1066,10.47972869873047,.0521349906921387,.0388299822807312,287000,0,1,0,.0796767473220825,.0827218890190125,.0840646028518677,.1065385937690735,.1429769992828369,.0923128128051758,11.84999847412109,11.28999328613281,646.39599609375,150.90087890625,.4440000057220459,0,103,0,May-73,.,1
austin,3,tx,43,1974,462,176,0,1,35,156,426,472,5542,11419,1110,10.45233154296875,-.0026178359985352,.0429199934005737,287061,0,1,0,.0785405039787292,.0807490348815918,.0818532705307007,.1054660677909851,.1431857347488403,.0963927507400513,11.89999389648438,11.1199951171875,636.91650390625,135.902587890625,.492999792098999,0,103,1,.,.,1
austin,3,tx,43,1975,446,193,0,0,33,190,529,463,6264,13445,1247,10.60408782958984,.0144145488739014,.0557499825954437,300400,0,1,0,.0774927735328674,.0789299011230469,.0798142552375793,.1044771075248718,.1433782577514648,.1001547574996948,11.94999694824219,10.94999694824219,674.72119140625,135.6876220703125,.5379996299743652,0,103,0,.,.,1
austin,3,tx,43,1976,444,186,1,0,24,181,518,479,6386,15260,1250,11.0931396484375,.0450878143310547,.0574199855327606,284908,0,1,0,.0765236616134644,.077247142791748,.0779281258583069,.1035622954368591,.1435562372207642,.1036346554756165,12,10.77999877929688,750.43896484375,152.8997802734375,.5689997673034668,0,103,1,.,.,1
austin,3,tx,43,1977,442,236,0,0,33,187,512,528,7243,13796,1237,11.49339294433594,.0354454517364502,.0535799860954285,321900,0,1,0,.0756245255470276,.0756860971450806,.0761783123016357,.1027135848999023,.1437214612960815,.1068630218505859,12.04999542236328,10.60999298095703,719.4716796875,155.115478515625,.6059999465942383,0,103,0,May-79,.,1
austin,3,tx,43,1978,460,196,0,1,35,194,635,549,6886,15079,1341,12.0843505859375,.0501387119293213,.0481700003147125,331557,0,1,0,.0747881531715393,.0742338895797729,.0745506286621094,.1019241213798523,.1438751220703125,.1098661422729492,12.09999847412109,10.43999481201172,763.80322265625,141.104248046875,.6519999504089355,0,103,1,.,May-79,1
austin,3,tx,43,1979,519,211,1,0,43,216,577,659,7766,16390,1586,12.16803741455078,.0069015026092529,.042169988155365,337727,0,1,0,.0740081667900085,.0728795528411865,.0730326175689697,.1011878252029419,.1440184116363525,.1126668453216553,12.14999389648438,10.26999664306641,713.49853515625,144.6280517578125,.7259998321533203,0,103,0,.,May-79,1
austin,3,tx,43,1980,542,202,0,0,43,237,678,765,7216,19558,1569,11.89076995849609,-.02305006980896,.0522499978542328,343425,0,1,0,.0732790231704712,.071613609790802,.071613609790802,.1004996299743652,.1441524028778076,.1152849197387695,12.19999694824219,10.09999847412109,702.66943359375,127.4271240234375,.8239998817443848,0,103,1,.,May-81,1
austin,3,tx,43,1981,578,204,0,0,39,263,669,574,7875,19838,1609,12.23790740966797,.0287752151489258,.0529199838638306,357607,0,1,0,.0740943551063538,.0719354152679443,.0705020427703857,.0976463556289673,.1395351886749268,.1141941547393799,12.21999359130859,10.18999481201172,675.46728515625,134.21337890625,.9089999198913574,0,103,0,.,May-81,1
austin,3,tx,43,1982,602,225,1,1,57,235,635,605,8774,20114,1391,12.11038208007813,-.0104751586914063,.0684999823570251,370331,0,1,0,.0748414397239685,.0722302794456482,.0694835186004639,.0950320363044739,.1353046894073486,.1131947040557861,12.23999786376953,10.27999877929688,674.01953125,113.1566162109375,.9649996757507324,0,103,1,.,May-83,1
austin,3,tx,43,1983,590,242,0,0,58,240,665,571,7966,18889,1423,11.99247741699219,-.0097835063934326,.0799199938774109,381091,0,1,0,.0755285024642944,.0725014805793762,.0685468316078186,.0926277637481689,.1314140558242798,.1122756004333496,12.25999450683594,10.3699951171875,751.361328125,125.5654907226563,.995999813079834,0,103,0,Apr-85,May-83,1
austin,3,tx,43,1984,625,262,0,0,59,264,768,557,8389,20097,1687,12.30430603027344,.025670051574707,.0593299865722656,385237,0,1,0,.0761624574661255,.0727517008781433,.0676825642585754,.0904092788696289,.1278239488601685,.1114274859428406,12.27999877929688,10.45999908447266,762.4765625,126.4808349609375,1.038999557495117,0,103,1,Apr-85,.,1
austin,3,tx,43,1985,681,338,1,0,52,489,1076,746,10261,24308,2112,12.52874755859375,.0180764198303223,.0700799822807312,406469,0,1,0,.0767492651939392,.0729833245277405,.0668825507164001,.0883557796478271,.1245009899139404,.1106424331665039,12.29999542236328,10.54999542236328,800.5,126.3141479492188,1.07599925994873,0,103,0,.,.,1
austin,3,tx,43,1986,747,319,0,1,48,388,1124,1107,12454,28469,2266,12.31320953369141,-.0173535346984863,.0888299942016602,414220,0,1,0,.0772939920425415,.0731983184814453,.0661399364471436,.0864495635032654,.1214163303375244,.10991370677948,12.31999969482422,10.63999938964844,845.29052734375,128.273193359375,1.095999717712402,0,103,0,.,.,1
austin,3,tx,43,1987,761,324,0,0,39,284,985,1005,11417,28486,2122,12.09947204589844,-.0175104141235352,.0844199657440186,469542,0,1,0,.077800989151001,.0733984708786011,.0654487013816833,.0846753120422363,.1185451745986938,.109235405921936,12.33999633789063,10.72999572753906,826.5556640625,139.822998046875,1.13599967956543,0,103,1,.,.,1
